statistikkvariabel	age	gender	diagnosis	year	nConsultations
Konsultasjoner	30-49 aar	Kvinner	Ulykker og skader	2023	61347
Konsultasjoner	30-49 aar	Kvinner	Ulykker og skader	2024	61086
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2012	3385
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2013	3293
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2014	3458
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2015	3336
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2016	3612
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2017	3612
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2018	3612
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2019	3894
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2020	3939
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2021	4290
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2022	4068
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2023	4459
Konsultasjoner	30-49 aar	Kvinner	Medfoedt sykdom eller feil	2024	4404
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2012	284927
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2013	282985
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2014	282768
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2015	286101
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2016	285247
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2017	281819
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2018	287136
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2019	285384
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2020	311834
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2021	328072
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2022	296583
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2023	318879
Konsultasjoner	30-49 aar	Kvinner	Svangerskap, foedsel, prevensjon	2024	327701
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2012	12615
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2013	13645
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2014	13968
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2015	13363
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2016	13182
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2017	13651
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2018	13559
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2019	14060
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2020	85386
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2021	38851
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2022	17834
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2023	15475
Konsultasjoner	30-49 aar	Kvinner	Frykt for sykdom	2024	14715
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2012	27127
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2013	27103
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2014	31576
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2015	32850
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2016	35226
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2017	36453
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2018	51703
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2019	74280
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2020	114811
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2021	136610
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2022	126266
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2023	56721
Konsultasjoner	30-49 aar	Kvinner	Administrativ kontakt	2024	54586
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2012	67184
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2013	85265
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2014	98395
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2015	98627
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2016	98115
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2017	105154
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2018	97938
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2019	93328
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2020	97008
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2021	118757
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2022	102702
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2023	111528
Konsultasjoner	30-49 aar	Kvinner	Forebyggende kontakt	2024	98299
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2012	591045
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2013	586589
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2014	605446
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2015	605381
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2016	615082
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2017	628779
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2018	639844
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2019	657564
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2020	770275
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2021	895180
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2022	1023904
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2023	905615
Konsultasjoner	30-49 aar	Kvinner	Andre diagnoser	2024	878076
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2012	1388801
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2013	1377643
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2014	1395815
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2015	1402809
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2016	1405747
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2017	1413833
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2018	1421746
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2019	1447861
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2020	1579613
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2021	1667994
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2022	1705779
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2023	1690649
Konsultasjoner	30-49 aar	Menn	Alle diagnoser	2024	1706715
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2012	143745
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2013	130693
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2014	121627
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2015	128530
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2016	127246
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2017	124750
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2018	127604
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2019	124608
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2020	99094
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2021	91714
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2022	123496
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2023	151562
Konsultasjoner	30-49 aar	Menn	Luftveisinfeksjoner, inkl. oerebetennelse	2024	160860
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2012	165495
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2013	168971
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2014	171599
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2015	172715
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2016	171491
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2017	172269
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2018	170868
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2019	170635
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2020	171501
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2021	180357
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2022	170598
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2023	185109
Konsultasjoner	30-49 aar	Menn	Lokale smerter og betennelser	2024	193106
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2012	100414
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2013	101406
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2014	103988
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2015	107335
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2016	106543
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2017	107372
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2018	106231
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2019	107432
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2020	113280
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2021	117127
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2022	110577
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2023	122191
Konsultasjoner	30-49 aar	Menn	Ryggproblemer	2024	125018
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2012	18247
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2013	18110
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2014	18056
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2015	18321
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2016	18436
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2017	18393
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2018	16934
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2019	17159
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2020	17581
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2021	18670
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2022	18238
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2023	18869
Konsultasjoner	30-49 aar	Menn	Generelle smerter og muskelplager	2024	17897
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2012	17783
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2013	18258
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2014	18492
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2015	18858
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2016	19179
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2017	18717
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2018	17999
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2019	17050
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2020	17234
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2021	17092
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2022	14719
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2023	15381
Konsultasjoner	30-49 aar	Menn	Ledd- og giktsykdommer	2024	14900
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2012	220605
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2013	219295
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2014	221648
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2015	223313
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2016	224173
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2017	228498
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2018	234005
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2019	243379
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2020	265996
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2021	276304
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2022	278635
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2023	312136
Konsultasjoner	30-49 aar	Menn	Psykisk sykdom eller lidelse	2024	330944
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2012	39276
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2013	38510
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2014	41603
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2015	40358
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2016	40037
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2017	42063
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2018	40765
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2019	46623
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2020	46200
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2021	48952
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2022	42230
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2023	43101
Konsultasjoner	30-49 aar	Menn	Atopi, astma, allergi eller eksem	2024	43741
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2012	43184
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2013	42376
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2014	39329
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2015	37402
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2016	36642
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2017	35483
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2018	34020
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2019	32907
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2020	31554
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2021	32304
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2022	31982
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2023	34038
Konsultasjoner	30-49 aar	Menn	Hoeyt blodtrykk	2024	33209
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2012	18867
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2013	18091
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2014	16851
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2015	15584
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2016	14623
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2017	13848
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2018	13269
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2019	12914
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2020	12511
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2021	11950
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2022	10814
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2023	10631
Konsultasjoner	30-49 aar	Menn	Hjertesykdom	2024	9893
Konsultasjoner	30-49 aar	Menn	Diabetes	2012	29367
Konsultasjoner	30-49 aar	Menn	Diabetes	2013	28753
Konsultasjoner	30-49 aar	Menn	Diabetes	2014	28997
Konsultasjoner	30-49 aar	Menn	Diabetes	2015	29591
Konsultasjoner	30-49 aar	Menn	Diabetes	2016	29559
Konsultasjoner	30-49 aar	Menn	Diabetes	2017	29896
Konsultasjoner	30-49 aar	Menn	Diabetes	2018	28302
Konsultasjoner	30-49 aar	Menn	Diabetes	2019	27662
Konsultasjoner	30-49 aar	Menn	Diabetes	2020	29194
Konsultasjoner	30-49 aar	Menn	Diabetes	2021	30607
Konsultasjoner	30-49 aar	Menn	Diabetes	2022	29018
Konsultasjoner	30-49 aar	Menn	Diabetes	2023	29351
Konsultasjoner	30-49 aar	Menn	Diabetes	2024	29164
Konsultasjoner	30-49 aar	Menn	Kreft	2012	5855
Konsultasjoner	30-49 aar	Menn	Kreft	2013	5824
Konsultasjoner	30-49 aar	Menn	Kreft	2014	6090
Konsultasjoner	30-49 aar	Menn	Kreft	2015	6267
Konsultasjoner	30-49 aar	Menn	Kreft	2016	6354
Konsultasjoner	30-49 aar	Menn	Kreft	2017	6292
Konsultasjoner	30-49 aar	Menn	Kreft	2018	6616
Konsultasjoner	30-49 aar	Menn	Kreft	2019	6840
Konsultasjoner	30-49 aar	Menn	Kreft	2020	7534
Konsultasjoner	30-49 aar	Menn	Kreft	2021	7932
Konsultasjoner	30-49 aar	Menn	Kreft	2022	7191
Konsultasjoner	30-49 aar	Menn	Kreft	2023	7136
Konsultasjoner	30-49 aar	Menn	Kreft	2024	6706
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2012	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2013	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2014	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2015	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2016	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2017	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2018	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2019	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2020	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2021	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2022	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2023	NA
Konsultasjoner	30-49 aar	Menn	Underlivsplager hos kvinner	2024	NA
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2012	49182
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2013	50505
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2014	52516
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2015	52195
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2016	53702
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2017	54036
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2018	54021
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2019	56512
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2020	57240
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2021	59303
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2022	60514
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2023	65743
Konsultasjoner	30-49 aar	Menn	Funksjonelle mage-tarmplager	2024	65285
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2012	27504
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2013	28331
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2014	29046
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2015	28835
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2016	28537
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2017	28889
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2018	29574
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2019	30279
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2020	29595
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2021	29475
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2022	28452
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2023	30883
Konsultasjoner	30-49 aar	Menn	Hudinfeksjoner	2024	32196
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2012	67750
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2013	69302
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2014	71220
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2015	71279
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2016	72394
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2017	72830
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2018	73268
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2019	71149
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2020	68819
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2021	68517
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2022	65010
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2023	69057
Konsultasjoner	30-49 aar	Menn	Ulykker og skader	2024	67875
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2012	2579
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2013	2624
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2014	2708
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2015	2705
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2016	2844
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2017	2897
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2018	2896
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2019	2875
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2020	3240
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2021	3422
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2022	3023
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2023	3232
Konsultasjoner	30-49 aar	Menn	Medfoedt sykdom eller feil	2024	3239
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2012	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2013	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2014	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2015	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2016	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2017	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2018	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2019	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2020	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2021	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2022	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2023	NA
Konsultasjoner	30-49 aar	Menn	Svangerskap, foedsel, prevensjon	2024	NA
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2012	10802
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2013	11087
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2014	11020
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2015	10902
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2016	10101
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2017	10818
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2018	11185
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2019	11862
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2020	55946
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2021	28608
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2022	13374
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2023	11873
Konsultasjoner	30-49 aar	Menn	Frykt for sykdom	2024	11492
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2012	31682
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2013	29802
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2014	33989
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2015	35453
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2016	38436
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2017	35491
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2018	39918
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2019	47313
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2020	65708
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2021	76249
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2022	72278
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2023	44363
Konsultasjoner	30-49 aar	Menn	Administrativ kontakt	2024	43588
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2012	10474
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2013	30288
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2014	30147
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2015	29816
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2016	28440
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2017	28826
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2018	27716
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2019	27271
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2020	28030
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2021	34854
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2022	33731
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2023	39571
Konsultasjoner	30-49 aar	Menn	Forebyggende kontakt	2024	35763
Konsultasjoner	30-49 aar	Menn	Andre diagnoser	2012	384343
Konsultasjoner	30-49 aar	Menn	Andre diagnoser	2013	364122
Konsultasjoner	30-49 aar	Menn	Andre diagnoser	2014	375355
Konsultasjoner	30-49 aar	Menn	Andre diagnoser	2015	371469
Konsultasjoner	30-49 aar	Menn	Andre diagnoser	2016	374565
Konsultasjoner	30-49 aar	Menn	Andre diagnoser	2017	379625
