statistikkvariabel	age	gender	diagnosis	year	nConsultations
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2013	345
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2014	348
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2015	357
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2016	349
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2017	346
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2018	333
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2019	308
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2020	348
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2021	390
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2022	413
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2023	405
Konsultasjoner	0-5 aar	Menn	Generelle smerter og muskelplager	2024	356
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2012	325
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2013	303
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2014	278
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2015	256
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2016	289
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2017	298
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2018	297
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2019	250
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2020	255
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2021	255
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2022	303
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2023	333
Konsultasjoner	0-5 aar	Menn	Ledd- og giktsykdommer	2024	298
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2012	4234
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2013	4303
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2014	4673
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2015	4821
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2016	5055
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2017	5112
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2018	5226
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2019	5664
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2020	6870
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2021	7529
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2022	7296
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2023	7792
Konsultasjoner	0-5 aar	Menn	Psykisk sykdom eller lidelse	2024	7224
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2012	33457
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2013	33606
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2014	34887
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2015	34387
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2016	35743
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2017	37793
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2018	37238
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2019	37873
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2020	38262
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2021	43042
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2022	40473
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2023	42216
Konsultasjoner	0-5 aar	Menn	Atopi, astma, allergi eller eksem	2024	40120
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2012	6
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2013	10
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2014	14
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2015	11
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2016	15
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2017	4
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2018	4
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2019	4
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2020	14
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2021	4
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2022	6
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2023	6
Konsultasjoner	0-5 aar	Menn	Hoeyt blodtrykk	2024	9
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2012	441
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2013	406
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2014	469
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2015	440
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2016	392
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2017	377
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2018	375
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2019	401
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2020	362
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2021	348
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2022	394
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2023	374
Konsultasjoner	0-5 aar	Menn	Hjertesykdom	2024	369
Konsultasjoner	0-5 aar	Menn	Diabetes	2012	52
Konsultasjoner	0-5 aar	Menn	Diabetes	2013	78
Konsultasjoner	0-5 aar	Menn	Diabetes	2014	73
Konsultasjoner	0-5 aar	Menn	Diabetes	2015	62
Konsultasjoner	0-5 aar	Menn	Diabetes	2016	72
Konsultasjoner	0-5 aar	Menn	Diabetes	2017	61
Konsultasjoner	0-5 aar	Menn	Diabetes	2018	54
Konsultasjoner	0-5 aar	Menn	Diabetes	2019	61
Konsultasjoner	0-5 aar	Menn	Diabetes	2020	80
Konsultasjoner	0-5 aar	Menn	Diabetes	2021	66
Konsultasjoner	0-5 aar	Menn	Diabetes	2022	106
Konsultasjoner	0-5 aar	Menn	Diabetes	2023	106
Konsultasjoner	0-5 aar	Menn	Diabetes	2024	107
Konsultasjoner	0-5 aar	Menn	Kreft	2012	12
Konsultasjoner	0-5 aar	Menn	Kreft	2013	32
Konsultasjoner	0-5 aar	Menn	Kreft	2014	27
Konsultasjoner	0-5 aar	Menn	Kreft	2015	49
Konsultasjoner	0-5 aar	Menn	Kreft	2016	41
Konsultasjoner	0-5 aar	Menn	Kreft	2017	63
Konsultasjoner	0-5 aar	Menn	Kreft	2018	51
Konsultasjoner	0-5 aar	Menn	Kreft	2019	42
Konsultasjoner	0-5 aar	Menn	Kreft	2020	45
Konsultasjoner	0-5 aar	Menn	Kreft	2021	65
Konsultasjoner	0-5 aar	Menn	Kreft	2022	26
Konsultasjoner	0-5 aar	Menn	Kreft	2023	37
Konsultasjoner	0-5 aar	Menn	Kreft	2024	20
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2012	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2013	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2014	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2015	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2016	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2017	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2018	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2019	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2020	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2021	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2022	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2023	NA
Konsultasjoner	0-5 aar	Menn	Underlivsplager hos kvinner	2024	NA
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2012	18441
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2013	19404
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2014	20091
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2015	20517
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2016	20391
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2017	20799
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2018	21308
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2019	21505
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2020	20819
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2021	23573
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2022	26964
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2023	24796
Konsultasjoner	0-5 aar	Menn	Funksjonelle mage-tarmplager	2024	22848
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2012	11459
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2013	11399
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2014	11473
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2015	11651
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2016	10878
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2017	11284
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2018	11000
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2019	11082
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2020	10148
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2021	8933
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2022	8524
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2023	11074
Konsultasjoner	0-5 aar	Menn	Hudinfeksjoner	2024	9987
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2012	13141
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2013	13357
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2014	13481
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2015	13054
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2016	12906
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2017	12937
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2018	12717
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2019	12479
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2020	11884
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2021	11502
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2022	10141
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2023	11051
Konsultasjoner	0-5 aar	Menn	Ulykker og skader	2024	10708
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2012	2318
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2013	2403
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2014	2363
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2015	2176
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2016	2270
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2017	2489
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2018	2373
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2019	2377
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2020	2633
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2021	2689
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2022	2312
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2023	2273
Konsultasjoner	0-5 aar	Menn	Medfoedt sykdom eller feil	2024	2155
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2012	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2013	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2014	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2015	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2016	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2017	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2018	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2019	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2020	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2021	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2022	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2023	NA
Konsultasjoner	0-5 aar	Menn	Svangerskap, foedsel, prevensjon	2024	NA
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2012	2362
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2013	2611
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2014	2778
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2015	2695
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2016	2641
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2017	2765
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2018	2683
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2019	2709
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2020	9275
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2021	5305
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2022	3244
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2023	2634
Konsultasjoner	0-5 aar	Menn	Frykt for sykdom	2024	2430
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2012	3541
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2013	3864
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2014	4360
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2015	4643
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2016	4818
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2017	3989
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2018	4446
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2019	6747
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2020	11299
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2021	13881
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2022	14240
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2023	5585
Konsultasjoner	0-5 aar	Menn	Administrativ kontakt	2024	5138
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2012	4940
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2013	8355
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2014	8765
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2015	9260
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2016	9970
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2017	9997
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2018	9685
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2019	9387
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2020	7882
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2021	9069
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2022	10053
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2023	10501
Konsultasjoner	0-5 aar	Menn	Forebyggende kontakt	2024	9085
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2012	120685
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2013	115287
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2014	118321
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2015	113481
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2016	110971
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2017	110194
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2018	105976
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2019	104755
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2020	93323
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2021	109851
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2022	130225
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2023	116417
Konsultasjoner	0-5 aar	Menn	Andre diagnoser	2024	111536
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2012	354869
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2013	353790
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2014	370289
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2015	369964
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2016	379113
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2017	387187
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2018	384156
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2019	393115
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2020	413281
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2021	457940
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2022	455616
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2023	467086
Konsultasjoner	6-15 aar	Kvinner	Alle diagnoser	2024	484008
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2012	68846
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2013	59834
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2014	56461
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2015	58573
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2016	63768
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2017	62059
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2018	59083
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2019	54794
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2020	41179
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2021	31884
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2022	50777
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2023	62720
Konsultasjoner	6-15 aar	Kvinner	Luftveisinfeksjoner, inkl. oerebetennelse	2024	84411
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2012	29013
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2013	30167
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2014	32706
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2015	33150
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2016	32989
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2017	33600
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2018	31852
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2019	32520
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2020	29475
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2021	31435
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2022	30176
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2023	31603
Konsultasjoner	6-15 aar	Kvinner	Lokale smerter og betennelser	2024	32168
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2012	4241
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2013	4658
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2014	4947
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2015	4887
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2016	4811
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2017	4746
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2018	4103
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2019	4182
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2020	3852
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2021	4140
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2022	3987
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2023	4102
Konsultasjoner	6-15 aar	Kvinner	Ryggproblemer	2024	4216
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2012	1968
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2013	2009
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2014	2178
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2015	2004
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2016	2012
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2017	1873
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2018	1646
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2019	1723
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2020	1615
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2021	1630
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2022	1567
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2023	1647
Konsultasjoner	6-15 aar	Kvinner	Generelle smerter og muskelplager	2024	1552
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2012	2565
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2013	2438
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2014	2768
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2015	2722
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2016	2758
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2017	2927
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2018	2743
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2019	2914
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2020	2706
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2021	2636
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2022	2463
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2023	2357
Konsultasjoner	6-15 aar	Kvinner	Ledd- og giktsykdommer	2024	2365
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2012	17053
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2013	17758
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2014	19058
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2015	19765
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2016	20430
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2017	22062
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2018	22684
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2019	24264
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2020	30487
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2021	40209
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2022	37631
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2023	42134
Konsultasjoner	6-15 aar	Kvinner	Psykisk sykdom eller lidelse	2024	41587
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2012	29539
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2013	28677
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2014	32574
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2015	31847
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2016	32103
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2017	33978
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2018	33987
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2019	36890
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2020	40209
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2021	42063
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2022	37780
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2023	41402
Konsultasjoner	6-15 aar	Kvinner	Atopi, astma, allergi eller eksem	2024	41064
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2012	10
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2013	20
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2014	25
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2015	27
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2016	64
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2017	24
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2018	26
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2019	20
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2020	30
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2021	25
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2022	30
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2023	35
Konsultasjoner	6-15 aar	Kvinner	Hoeyt blodtrykk	2024	56
Konsultasjoner	6-15 aar	Kvinner	Hjertesykdom	2012	312
Konsultasjoner	6-15 aar	Kvinner	Hjertesykdom	2013	360
Konsultasjoner	6-15 aar	Kvinner	Hjertesykdom	2014	339
Konsultasjoner	6-15 aar	Kvinner	Hjertesykdom	2015	286
Konsultasjoner	6-15 aar	Kvinner	Hjertesykdom	2016	302
Konsultasjoner	6-15 aar	Kvinner	Hjertesykdom	2017	314
